,Patch,program,fitness function,run with evosuite,mutation seed,selection seed
327,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:22 -> quixbugs/faulty_programs/GET_FACTORS.java:53 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:53 -> quixbugs/faulty_programs/GET_FACTORS.java:58 |,get_factors,arjae,False,488853,310336
330,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:22 -> quixbugs/faulty_programs/GET_FACTORS.java:53 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:98 <-> quixbugs/faulty_programs/GET_FACTORS.java:20 | gin.edit.statement.SwapStatement quixbugs/faulty_programs/GET_FACTORS.java:17 <-> quixbugs/faulty_programs/GET_FACTORS.java:61 |,get_factors,arjae,False,488853,310336
332,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:98 <-> quixbugs/faulty_programs/GET_FACTORS.java:20 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_DECREMENT | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> POSTFIX_DECREMENT | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:71 -> quixbugs/faulty_programs/GET_FACTORS.java:58 | gin.edit.modifynode.BinaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:62 EQUALS -> OR |,get_factors,arjae,False,488853,310336
334,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:22 -> quixbugs/faulty_programs/GET_FACTORS.java:53 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:98 <-> quixbugs/faulty_programs/GET_FACTORS.java:40 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:70 |,get_factors,arjae,False,488853,310336
336,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:98 <-> quixbugs/faulty_programs/GET_FACTORS.java:40 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:103 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> POSTFIX_DECREMENT |,get_factors,arjae,False,488853,310336
337,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:22 -> quixbugs/faulty_programs/GET_FACTORS.java:53 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:98 <-> quixbugs/faulty_programs/GET_FACTORS.java:40 | gin.edit.statement.SwapStatement quixbugs/faulty_programs/GET_FACTORS.java:61 <-> quixbugs/faulty_programs/GET_FACTORS.java:103 |,get_factors,arjae,False,488853,310336
338,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:92 -> quixbugs/faulty_programs/GET_FACTORS.java:107 | gin.edit.modifynode.BinaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:63 REMAINDER -> UNSIGNED_RIGHT_SHIFT |,get_factors,arjae,False,488853,310336
341,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:22 -> quixbugs/faulty_programs/GET_FACTORS.java:53 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:98 <-> quixbugs/faulty_programs/GET_FACTORS.java:20 | gin.edit.statement.SwapStatement quixbugs/faulty_programs/GET_FACTORS.java:70 <-> quixbugs/faulty_programs/GET_FACTORS.java:70 |,get_factors,arjae,False,488853,310336
342,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:62 <-> quixbugs/faulty_programs/GET_FACTORS.java:99 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:99 <-> quixbugs/faulty_programs/GET_FACTORS.java:45 |,get_factors,arjae,False,488853,310336
343,| gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:62 <-> quixbugs/faulty_programs/GET_FACTORS.java:99 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:30 -> quixbugs/faulty_programs/GET_FACTORS.java:23:24 |,get_factors,arjae,False,488853,310336
344,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:98 <-> quixbugs/faulty_programs/GET_FACTORS.java:20 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:70 |,get_factors,arjae,False,488853,310336
345,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:78 -> quixbugs/faulty_programs/GET_FACTORS.java:51 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> POSTFIX_DECREMENT |,get_factors,arjae,False,488853,310336
350,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:47 -> quixbugs/faulty_programs/GET_FACTORS.java:71 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:24 -> quixbugs/faulty_programs/GET_FACTORS.java:17:17 |,get_factors,arjae,False,488853,310336
351,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:22 <-> quixbugs/faulty_programs/GET_FACTORS.java:22 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> POSTFIX_DECREMENT | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:71 -> quixbugs/faulty_programs/GET_FACTORS.java:58 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> POSTFIX_DECREMENT |,get_factors,arjae,False,488853,310336
352,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_DECREMENT | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> POSTFIX_DECREMENT | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:63 <-> quixbugs/faulty_programs/GET_FACTORS.java:83 |,get_factors,arjae,False,488853,310336
356,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:92 -> quixbugs/faulty_programs/GET_FACTORS.java:107 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:17 |,get_factors,arjae,False,488853,310336
357,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:47 -> quixbugs/faulty_programs/GET_FACTORS.java:71 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT |,get_factors,arjae,False,488853,310336
360,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:106 -> quixbugs/faulty_programs/GET_FACTORS.java:60:60 |,get_factors,arjae,False,488853,310336
361,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:45 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:92 -> quixbugs/faulty_programs/GET_FACTORS.java:107 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:17 | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:106 -> quixbugs/faulty_programs/GET_FACTORS.java:69 |,get_factors,arjae,False,488853,310336
362,| gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:20 -> quixbugs/faulty_programs/GET_FACTORS.java:45 | gin.edit.statement.CopyStatement quixbugs/faulty_programs/GET_FACTORS.java:18 -> quixbugs/faulty_programs/GET_FACTORS.java:23:23 | gin.edit.modifynode.UnaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:57 POSTFIX_INCREMENT -> PREFIX_INCREMENT | gin.edit.statement.ReplaceStatement quixbugs/faulty_programs/GET_FACTORS.java:61 -> quixbugs/faulty_programs/GET_FACTORS.java:60 | gin.edit.statement.DeleteStatement quixbugs/faulty_programs/GET_FACTORS.java:24 | gin.edit.modifynode.ReplaceExpression quixbugs/faulty_programs/GET_FACTORS.java:22 -> quixbugs/faulty_programs/GET_FACTORS.java:53 | gin.edit.modifynode.SwapExpression quixbugs/faulty_programs/GET_FACTORS.java:98 <-> quixbugs/faulty_programs/GET_FACTORS.java:20 | gin.edit.statement.SwapStatement quixbugs/faulty_programs/GET_FACTORS.java:70 <-> quixbugs/faulty_programs/GET_FACTORS.java:70 | gin.edit.modifynode.BinaryOperatorReplacement  quixbugs/faulty_programs/GET_FACTORS.java:63 REMAINDER -> PLUS |,get_factors,arjae,False,488853,310336
